	PD_whole_tree	chao1	observed_otus
SKBTI.0108.1246241	7.40274	325.2	60.0
SKBTI.0110.1247026	0.81201	1.0	1.0
SKBTI.0111.1247103	1.0182	1.0	1.0
SKBTI.0112.1246189	1.23184	3.0	2.0
SKBTI.0112.1246824	4.37016	128.0	23.0
SKBTI.0113.1246743	2.93514	42.0	20.0
SKBTI.0114.1247070	3.93532	68.0	30.0
SKBTI.0115.1246150	1.36201	17.0	7.0
SKBTI.0115.1247421	0.71931	1.0	1.0
SKBTI.0116.1247470	1.69125	3.0	2.0
SKBTI.0117.1247282	5.74438	172.076923077	74.0
SKBTI.0118.1246522	2.82144	47.5	20.0
SKBTI.0119.1246346	1.3577	6.0	3.0
SKBTI.0120.1246941	6.97825	249.176470588	103.0
SKBTI.0121.1246637	1.54313	3.0	2.0
SKBTI.0122.1246656	1.90054	10.0	4.0
SKBTI.0122.1246970	4.09852	33.1428571429	22.0
SKBTI.0123.1246312	7.10209	210.894736842	98.0
SKBTI.0124.1247131	8.77956	245.866666667	94.0
SKBTI.0125.1247196	3.12908	29.0	11.0
SKBTI.0126.1247399	4.40698	111.25	30.0
SKBTI.0127.1247224	9.71337	280.666666667	84.0
SKBTI.0128.1246922	8.49285	297.0	80.0
SKBTI.0129.1246157	5.70892	132.75	61.0
SKBTI.0130.1246625	7.68187	244.214285714	91.0
SKBTI.0131.1246568	8.50782	324.6875	112.0
SKBTI.0132.1247149	6.9666	110.272727273	53.0
SKBTI.0133.1247396	7.33288	172.0	62.0
SKBTI.0134.1246794	2.06822	6.0	3.0
SKBTI.0134.1247142	3.78644	80.0	23.0
SKBTI.0135.1246390	3.64009	56.0	22.0
SKBTI.0136.1246640	1.89877	10.0	4.0
SKBTI.0136.1247052	4.05391	150.0	33.0
SKBTI.0137.1246515	11.28832	494.166666667	155.0
SKBTI.0138.1246557	13.08204	332.0	142.0
SKBTI.0139.1247077	5.66941	241.6	61.0
SKBTI.0140.1246133	2.83367	15.0	12.0
SKBTI.0141.1246144	4.77315	120.75	33.0
SKBTI.0141.1247198	0.64232	1.0	1.0
SKBTI.0142.1247126	6.45018	176.0	53.0
SKBTI.0143.1246531	6.67796	196.75	48.0
SKBTI.0143.1247308	1.92585	15.0	5.0
SKBTI.0144.1246362	8.45649	191.117647059	87.0
SKBTI.0145.1246298	9.37213	216.333333333	69.0
SKBTI.0146.1247223	2.17171	10.0	4.0
SKBTI.0147.1247156	6.75333	303.5	56.0
SKBTI.0148.1246192	11.31425	233.78125	130.0
SKBTI.0149.1246577	4.09689	76.4285714286	37.0
SKBTI.0150.1246545	1.12405	3.0	2.0
SKBTI.0150.1246990	2.91811	56.0	11.0
SKBTI.0151.1247294	9.675	174.714285714	80.0
SKBTI.0152.1246403	10.98204	339.555555556	122.0
SKBTI.0153.1247415	10.55582	362.157894737	137.0
SKBTI.0154.1246533	5.63534	73.4285714286	34.0
SKBTI.0154.1246746	0.84643	1.0	1.0
SKBTI.0155.1246919	11.91894	381.0	150.0
SKBTI.0156.1247394	11.04802	333.473684211	132.0
SKBTI.0157.1246707	1.04484	1.0	1.0
SKBTI.0157.1246907	5.14346	283.0	35.0
SKBTI.0158.1246412	8.22517	274.1	85.0
SKBTI.0159.1247391	4.71301	81.6	31.0
SKBTI.0160.1246964	6.34073	188.142857143	53.0
SKBTI.0161.1246229	8.7283	278.2	103.0
SKBTI.0162.1246517	18.63984	542.0	213.0
SKBTI.0163.1247195	4.71136	93.0	33.0
SKBTI.0164.1247217	10.86289	478.588235294	145.0
SKBTI.0165.1247112	3.3599	20.3333333333	11.0
SKBTI.0167.1247157	5.44529	242.0	67.0
SKBTI.0168.1246827	7.83525	152.105263158	100.0
SKBTI.0169.1247246	5.88216	148.625	56.0
SKBTI.0170.1246571	6.60181	136.461538462	67.0
SKBTI.0171.1246915	8.60996	234.5	95.0
SKBTI.0172.1246154	0.83166	1.0	1.0
SKBTI.0172.1246267	2.3448	21.0	6.0
SKBTI.0173.1246354	0.79165	1.0	1.0
SKBTI.0173.1246792	1.67818	10.0	4.0
SKBTI.0174.1247076	5.2255	79.0	33.0
SKBTI.0175.1246294	3.79587	105.0	30.0
SKBTI.0176.1246981	9.70243	163.666666667	82.0
SKBTI.0177.1246766	1.92089	6.0	3.0
SKBTI.0177.1247379	4.65565	80.5	28.0
SKBTI.0178.1246646	1.00967	6.0	3.0
SKBTI.0179.1246791	1.01395	3.0	2.0
SKBTI.0180.1246773	11.12548	580.076923077	152.0
SKBTI.0181.1246719	2.35794	21.0	6.0
SKBTI.0182.1247424	5.87167	179.545454545	77.0
SKBTI.0183.1246247	1.96046	10.0	4.0
SKBTI.0184.1247369	6.30009	165.0	54.0
SKBTI.0186.1246672	6.80596	146.5	64.0
SKBTI.0187.1246621	6.29307	277.5	78.0
SKBTI.0188.1246738	16.31823	440.6	212.0
SKBTI.0189.1246454	16.46989	721.954545455	214.0
SKBTI.0190.1246201	9.11738	247.111111111	76.0
SKBTI.0191.1246278	7.61769	198.272727273	73.0
SKBTI.0192.1246404	7.29428	282.5	70.0
SKBTI.0193.1246598	10.57395	196.55	102.0
SKBTI.0194.1246488	3.68144	52.25	26.0
SKBTI.0195.1246195	3.45876	63.6666666667	38.0
SKBTI.0196.1247109	4.16278	91.0	13.0
SKBTI.0197.1246614	6.32081	87.1428571429	37.0
SKBTI.0198.1246368	1.9851	6.0	3.0
SKBTI.0198.1247382	5.45239	152.5	26.0
SKBTI.0199.1247181	1.21187	1.0	1.0
SKBTI.0200.1246259	1.6625	3.0	2.0
SKBTI.0201.1246869	9.04199	387.157894737	137.0
SKBTI.0202.1246326	10.91669	290.12	137.0
SKBTI.0203.1246320	4.77881	79.25	50.0
SKBTI.0204.1247065	6.41371	117.0	47.0
SKBTI.0204.1247440	1.86094	10.0	4.0
SKBTI.0205.1247390	10.38141	434.058823529	137.0
SKBTI.0206.1247297	6.62268	192.545454545	72.0
SKBTI.0207.1246564	8.35118	147.5625	71.0
SKBTI.0208.1246281	4.80853	204.333333333	39.0
SKBTI.0209.1247020	4.87141	110.428571429	44.0
SKBTI.0209.1247324	3.07819	66.0	11.0
SKBTI.0210.1246599	5.6059	198.2	50.0
SKBTI.0211.1246916	2.76596	45.0	9.0
SKBTI.0211.1247078	0.69947	6.0	3.0
SKBTI.0212.1247473	5.89038	116.5	57.0
SKBTI.0213.1246213	1.37155	3.0	2.0
SKBTI.0213.1246384	5.70054	172.5	49.0
SKBTI.0214.1246893	9.15017	295.0	87.0
SKBTI.0215.1246555	15.84732	549.676470588	221.0
SKBTI.0216.1246266	9.69645	205.25	119.0
SKBTI.0217.1247447	9.06812	339.5	91.0
SKBTI.0218.1246657	9.37949	243.0	105.0
SKBTI.0219.1246800	6.5752	172.0	74.0
SKBTI.0220.1246190	3.48976	148.0	31.0
SKBTI.0221.1247435	3.91484	28.75	15.0
SKBTI.0222.1246765	1.64383	15.0	5.0
SKBTI.0223.1246802	1.3961	6.0	3.0
SKBTI.0223.1247281	3.20338	154.0	18.0
SKBTI.0224.1246955	1.83867	15.0	5.0
SKBTI.0226.1247136	2.21928	21.0	6.0
SKBTI.0226.1247286	4.47441	121.0	29.0
SKBTI.0227.1246253	3.01665	24.0	12.0
SKBTI.0227.1247270	1.66102	2.0	2.0
SKBTI.0228.1246851	4.72325	103.2	33.0
SKBTI.0228.1247018	0.72087	3.0	2.0
SKBTI.0229.1247019	2.71902	21.0	6.0
SKBTI.0230.1247005	0.73544	3.0	2.0
SKBTI.0230.1247214	4.39344	224.0	35.0
SKBTI.0231.1246532	8.40065	379.142857143	82.0
SKBTI.0232.1247457	9.2175	641.25	118.0
SKBTI.0233.1246991	7.4524	183.111111111	63.0
SKBTI.0234.1246423	6.61035	269.166666667	65.0
SKBTI.0235.1246605	6.05975	114.857142857	44.0
SKBTI.0236.1246777	7.75925	254.909090909	83.0
SKBTI.0237.1246742	5.70324	347.5	72.0
SKBTI.0238.1247283	8.93243	397.111111111	97.0
SKBTI.0239.1246848	7.3256	155.083333333	65.0
SKBTI.0240.1246634	5.11074	90.6	40.0
SKBTI.0241.1246904	6.96425	168.875	56.0
SKBTI.0242.1246464	7.61546	142.833333333	64.0
SKBTI.0243.1246262	1.76913	10.0	4.0
SKBTI.0244.1246930	3.59026	88.3333333333	25.0
SKBTI.0244.1247190	2.38462	10.3333333333	7.0
SKBTI.0245.1246270	3.33001	53.4285714286	29.0
SKBTI.0245.1247452	1.55521	10.0	4.0
SKBTI.0246.1246386	2.5521	14.5	7.0
SKBTI.0246.1247381	2.93198	81.0	24.0
SKBTI.0247.1247343	2.96472	49.0	25.0
SKBTI.0248.1247146	6.52912	228.4	94.0
SKBTI.0249.1246163	5.91382	93.75	55.0
SKBTI.0250.1246882	5.58887	155.2	43.0
SKBTI.0250.1246980	2.76892	53.0	14.0
SKBTI.0251.1247301	9.17825	364.8	102.0
SKBTI.0252.1246170	8.04659	352.6	97.0
SKBTI.0253.1246145	2.07576	18.5	8.0
SKBTI.0253.1247272	6.08866	197.2	49.0
SKBTI.0254.1246289	1.53324	6.0	3.0
SKBTI.0254.1246845	5.97146	84.7692307692	49.0
SKBTI.0255.1246590	1.92465	10.0	4.0
SKBTI.0255.1247176	1.19291	1.0	1.0
SKBTI.0256.1246186	0.99489	1.0	1.0
SKBTI.0256.1246764	4.39885	106.0	31.0
SKBTI.0257.1246558	9.57384	268.714285714	122.0
SKBTI.0258.1247419	12.76003	418.636363636	156.0
SKBTI.0259.1247216	5.84398	111.428571429	45.0
SKBTI.0260.1247152	7.92357	192.772727273	104.0
SKBTI.0261.1246330	1.75534	3.0	2.0
SKBTI.0261.1247357	2.52206	15.0	5.0
